AirlineName,AirportDest,AirportOrig,ArrTime,DepTime,FlightDuration,Price,StopsCount
GOL Linhas Aereas S.A.,mcz,fln,2020/07/19-15:15,2020/07/19-10:25,4:50,911.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/20-13:05,2020/07/19-22:35,14:30,911.0,1
Azul,mcz,fln,2020/07/19-21:10,2020/07/19-11:15,9:55,1326.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/19-17:05,2020/07/19-12:15,4:50,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/19-19:10,2020/07/19-13:15,5:55,1803.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/20-01:35,2020/07/19-14:10,11:25,1026.0,1
Azul,mcz,fln,2020/07/20-01:50,2020/07/19-15:40,10:10,1326.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/20-01:35,2020/07/19-16:25,9:10,911.0,1
LATAM Airlines Group,mcz,fln,2020/07/19-16:00,2020/07/19-04:50,11:10,2452.0,3
LATAM Airlines Group,mcz,fln,2020/07/20-01:55,2020/07/19-16:50,9:5,1803.0,2
Azul,mcz,fln,2020/07/19-18:25,2020/07/19-06:00,12:25,1326.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/20-01:35,2020/07/19-18:10,7:25,816.0,1
Azul,mcz,fln,2020/07/19-18:55,2020/07/19-06:40,12:15,1326.0,2
LATAM Airlines Group,mcz,fln,2020/07/20-11:10,2020/07/19-19:05,16:5,2452.0,3
Azul,mcz,fln,2020/07/20-01:50,2020/07/19-19:25,6:25,1326.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/20-01:35,2020/07/19-07:40,17:55,911.0,1
LATAM Airlines Group,mcz,fln,2020/07/19-16:10,2020/07/19-09:15,6:55,1803.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/20-01:35,2020/07/19-09:35,16:00,911.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/19-17:05,2020/07/19-09:40,7:25,816.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/01-15:15,2020/07/01-10:25,4:50,816.0,1
Azul,mcz,fln,2020/07/01-18:55,2020/07/01-10:40,8:15,1859.0,2
Azul,mcz,fln,2020/07/01-21:10,2020/07/01-11:15,9:55,1859.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/01-17:05,2020/07/01-12:15,4:50,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/01-19:10,2020/07/01-13:15,5:55,1803.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/02-01:35,2020/07/01-14:25,11:10,816.0,1
Azul,mcz,fln,2020/07/02-00:10,2020/07/01-15:40,8:30,1859.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/02-01:35,2020/07/01-16:25,9:10,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/01-16:00,2020/07/01-04:50,11:10,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/02-01:55,2020/07/01-16:50,9:5,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/01-16:00,2020/07/01-05:20,10:40,1803.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/02-01:35,2020/07/01-18:10,7:25,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/02-11:10,2020/07/01-19:05,16:5,2452.0,3
Azul,mcz,fln,2020/07/02-01:50,2020/07/01-19:25,6:25,1326.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/01-13:05,2020/07/01-07:40,5:25,1026.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/01-17:05,2020/07/01-07:50,9:15,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/01-16:00,2020/07/01-08:50,7:10,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/01-16:10,2020/07/01-09:15,6:55,1803.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/02-01:35,2020/07/01-09:35,16:00,911.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/01-17:05,2020/07/01-09:40,7:25,816.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/20-15:15,2020/07/20-10:25,4:50,816.0,1
Azul,mcz,fln,2020/07/20-21:10,2020/07/20-10:40,10:30,1326.0,2
Azul,mcz,fln,2020/07/20-21:10,2020/07/20-11:15,9:55,1326.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/20-17:05,2020/07/20-12:15,4:50,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/20-19:10,2020/07/20-13:15,5:55,1803.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/21-01:35,2020/07/20-14:25,11:10,1026.0,1
Azul,mcz,fln,2020/07/21-00:10,2020/07/20-15:40,8:30,1326.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/21-01:35,2020/07/20-16:25,9:10,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/20-16:00,2020/07/20-04:50,11:10,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/21-01:55,2020/07/20-16:50,9:5,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/20-16:00,2020/07/20-05:20,10:40,1803.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/21-01:35,2020/07/20-18:10,7:25,816.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/20-15:15,2020/07/20-06:15,9:00,816.0,1
Azul,mcz,fln,2020/07/20-16:55,2020/07/20-06:40,10:15,1326.0,2
LATAM Airlines Group,mcz,fln,2020/07/21-11:10,2020/07/20-19:05,16:5,2452.0,3
GOL Linhas Aereas S.A.,mcz,fln,2020/07/21-01:35,2020/07/20-07:40,17:55,911.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/20-17:05,2020/07/20-07:50,9:15,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/20-16:00,2020/07/20-08:50,7:10,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/20-16:10,2020/07/20-09:15,6:55,1803.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/21-01:35,2020/07/20-09:35,16:00,911.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/20-17:05,2020/07/20-09:40,7:25,816.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/21-15:15,2020/07/21-10:25,4:50,911.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/22-13:05,2020/07/21-22:35,14:30,911.0,1
Azul,mcz,fln,2020/07/21-18:55,2020/07/21-10:40,8:15,1326.0,2
Azul,mcz,fln,2020/07/21-21:10,2020/07/21-11:15,9:55,1326.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/21-17:05,2020/07/21-12:15,4:50,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/21-19:10,2020/07/21-13:15,5:55,1803.0,1
Azul,mcz,fln,2020/07/22-01:50,2020/07/21-15:40,10:10,1326.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/22-01:35,2020/07/21-16:25,9:10,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/21-16:00,2020/07/21-04:50,11:10,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/22-01:55,2020/07/21-16:50,9:5,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/21-16:00,2020/07/21-05:20,10:40,1803.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/22-01:35,2020/07/21-18:10,7:25,816.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/21-15:15,2020/07/21-06:15,9:00,911.0,1
LATAM Airlines Group,mcz,fln,2020/07/22-11:10,2020/07/21-19:05,16:5,2452.0,3
Azul,mcz,fln,2020/07/22-01:50,2020/07/21-19:25,6:25,1326.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/22-01:35,2020/07/21-07:40,17:55,911.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/21-17:05,2020/07/21-07:50,9:15,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/21-16:00,2020/07/21-08:50,7:10,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/21-16:10,2020/07/21-09:15,6:55,1803.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/22-01:35,2020/07/21-09:35,16:00,911.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/21-17:05,2020/07/21-09:40,7:25,816.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/22-15:15,2020/07/22-10:25,4:50,816.0,1
Azul,mcz,fln,2020/07/22-18:55,2020/07/22-10:40,8:15,1326.0,2
Azul,mcz,fln,2020/07/22-21:10,2020/07/22-11:15,9:55,1326.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/22-17:05,2020/07/22-12:15,4:50,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/22-19:10,2020/07/22-13:15,5:55,1803.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/23-01:35,2020/07/22-14:25,11:10,816.0,1
Azul,mcz,fln,2020/07/23-01:50,2020/07/22-15:40,10:10,1326.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/23-01:35,2020/07/22-16:25,9:10,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/22-16:00,2020/07/22-04:50,11:10,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/23-01:55,2020/07/22-16:50,9:5,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/22-16:00,2020/07/22-05:20,10:40,1803.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/23-01:35,2020/07/22-18:10,7:25,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/23-11:10,2020/07/22-19:05,16:5,2452.0,3
Azul,mcz,fln,2020/07/23-01:50,2020/07/22-19:25,6:25,1326.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/23-01:35,2020/07/22-07:40,17:55,911.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/22-17:05,2020/07/22-07:50,9:15,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/22-16:00,2020/07/22-08:50,7:10,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/22-16:10,2020/07/22-09:15,6:55,1803.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/23-01:35,2020/07/22-09:35,16:00,911.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/22-17:05,2020/07/22-09:40,7:25,816.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/23-15:15,2020/07/23-10:25,4:50,911.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/24-13:05,2020/07/23-22:35,14:30,911.0,1
Azul,mcz,fln,2020/07/23-18:55,2020/07/23-10:40,8:15,1326.0,2
Azul,mcz,fln,2020/07/23-21:10,2020/07/23-11:15,9:55,1326.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/23-17:05,2020/07/23-12:15,4:50,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/23-19:10,2020/07/23-13:15,5:55,1803.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/24-01:35,2020/07/23-14:25,11:10,816.0,1
Azul,mcz,fln,2020/07/24-01:50,2020/07/23-15:40,10:10,1326.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/24-01:35,2020/07/23-16:25,9:10,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/23-16:00,2020/07/23-04:50,11:10,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/24-01:55,2020/07/23-16:50,9:5,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/23-16:00,2020/07/23-05:20,10:40,1803.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/24-01:35,2020/07/23-18:10,7:25,816.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/23-15:15,2020/07/23-06:15,9:00,911.0,1
LATAM Airlines Group,mcz,fln,2020/07/24-11:10,2020/07/23-19:05,16:5,2452.0,3
Azul,mcz,fln,2020/07/24-01:50,2020/07/23-19:25,6:25,1326.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/24-01:35,2020/07/23-07:40,17:55,911.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/23-17:05,2020/07/23-07:50,9:15,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/23-16:00,2020/07/23-08:50,7:10,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/23-16:10,2020/07/23-09:15,6:55,1803.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/24-01:35,2020/07/23-09:35,16:00,911.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/23-17:05,2020/07/23-09:40,7:25,816.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/24-15:15,2020/07/24-10:25,4:50,816.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/25-13:05,2020/07/24-22:35,14:30,911.0,1
Azul,mcz,fln,2020/07/24-18:55,2020/07/24-10:40,8:15,1326.0,2
Azul,mcz,fln,2020/07/24-21:10,2020/07/24-11:15,9:55,1326.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/24-17:05,2020/07/24-12:15,4:50,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/24-19:10,2020/07/24-13:15,5:55,1803.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/25-01:35,2020/07/24-14:25,11:10,816.0,1
Azul,mcz,fln,2020/07/25-01:50,2020/07/24-15:40,10:10,1326.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/25-01:35,2020/07/24-16:25,9:10,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/24-16:00,2020/07/24-04:50,11:10,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/25-01:55,2020/07/24-16:50,9:5,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/24-16:00,2020/07/24-05:20,10:40,1803.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/25-01:35,2020/07/24-18:10,7:25,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/25-11:10,2020/07/24-19:05,16:5,2452.0,3
Azul,mcz,fln,2020/07/25-01:50,2020/07/24-19:25,6:25,1326.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/24-13:05,2020/07/24-07:40,5:25,1026.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/24-17:05,2020/07/24-07:50,9:15,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/24-16:00,2020/07/24-08:50,7:10,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/24-16:10,2020/07/24-09:15,6:55,1803.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/25-01:35,2020/07/24-09:35,16:00,911.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/24-17:05,2020/07/24-09:40,7:25,816.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/25-15:15,2020/07/25-10:25,4:50,816.0,1
Azul,mcz,fln,2020/07/25-19:55,2020/07/25-10:40,9:15,1326.0,2
Azul,mcz,fln,2020/07/25-19:55,2020/07/25-11:15,8:40,1326.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/25-17:05,2020/07/25-12:15,4:50,816.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/26-00:20,2020/07/25-14:45,9:35,816.0,1
Azul,mcz,fln,2020/07/26-00:10,2020/07/25-15:40,8:30,1326.0,2
LATAM Airlines Group,mcz,fln,2020/07/25-16:00,2020/07/25-04:50,11:10,2452.0,3
LATAM Airlines Group,mcz,fln,2020/07/26-01:55,2020/07/25-16:50,9:5,1803.0,2
Azul,mcz,fln,2020/07/25-11:00,2020/07/25-05:20,5:40,1326.0,1
LATAM Airlines Group,mcz,fln,2020/07/25-11:20,2020/07/25-05:20,6:00,1803.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/25-15:15,2020/07/25-06:00,9:15,816.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/26-01:35,2020/07/25-18:10,7:25,816.0,1
Azul,mcz,fln,2020/07/25-17:10,2020/07/25-06:40,10:30,1326.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/26-00:20,2020/07/25-19:05,5:15,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/26-11:10,2020/07/25-19:05,16:5,2452.0,3
Aerolineas Argentinas,mcz,fln,2020/07/26-00:20,2020/07/25-07:40,16:40,3555.0,3
GOL Linhas Aereas S.A.,mcz,fln,2020/07/26-01:35,2020/07/25-07:40,17:55,911.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/25-17:05,2020/07/25-07:50,9:15,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/25-16:10,2020/07/25-09:10,7:00,1803.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/26-01:35,2020/07/25-09:35,16:00,911.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/25-17:05,2020/07/25-09:40,7:25,816.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/26-15:15,2020/07/26-10:25,4:50,816.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/27-13:05,2020/07/26-22:35,14:30,911.0,1
Azul,mcz,fln,2020/07/26-21:10,2020/07/26-11:15,9:55,1326.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/26-17:05,2020/07/26-12:15,4:50,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/26-19:10,2020/07/26-13:15,5:55,1803.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/27-01:35,2020/07/26-14:10,11:25,816.0,1
Azul,mcz,fln,2020/07/27-01:50,2020/07/26-15:40,10:10,1326.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/27-01:35,2020/07/26-16:25,9:10,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/26-16:00,2020/07/26-04:50,11:10,2452.0,3
LATAM Airlines Group,mcz,fln,2020/07/27-01:55,2020/07/26-16:50,9:5,1803.0,2
Azul,mcz,fln,2020/07/26-18:25,2020/07/26-06:00,12:25,1326.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/27-01:35,2020/07/26-18:10,7:25,816.0,1
Azul,mcz,fln,2020/07/26-18:55,2020/07/26-06:40,12:15,1326.0,2
LATAM Airlines Group,mcz,fln,2020/07/27-11:10,2020/07/26-19:05,16:5,2452.0,3
Azul,mcz,fln,2020/07/27-01:50,2020/07/26-19:25,6:25,1326.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/27-01:35,2020/07/26-07:40,17:55,911.0,1
LATAM Airlines Group,mcz,fln,2020/07/26-16:10,2020/07/26-09:15,6:55,1803.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/27-01:35,2020/07/26-09:35,16:00,911.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/26-17:05,2020/07/26-09:40,7:25,816.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/27-15:15,2020/07/27-10:25,4:50,816.0,1
Azul,mcz,fln,2020/07/27-21:10,2020/07/27-10:40,10:30,1326.0,2
Azul,mcz,fln,2020/07/27-21:10,2020/07/27-11:15,9:55,1326.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/27-17:05,2020/07/27-12:15,4:50,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/27-19:10,2020/07/27-13:15,5:55,1803.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/28-01:35,2020/07/27-14:25,11:10,816.0,1
Azul,mcz,fln,2020/07/28-00:10,2020/07/27-15:40,8:30,1326.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/28-01:35,2020/07/27-16:25,9:10,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/27-16:00,2020/07/27-04:50,11:10,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/28-01:55,2020/07/27-16:50,9:5,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/27-16:00,2020/07/27-05:20,10:40,1803.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/28-01:35,2020/07/27-18:10,7:25,816.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/27-15:15,2020/07/27-06:15,9:00,816.0,1
Azul,mcz,fln,2020/07/27-16:55,2020/07/27-06:40,10:15,1326.0,2
LATAM Airlines Group,mcz,fln,2020/07/28-11:10,2020/07/27-19:05,16:5,2452.0,3
GOL Linhas Aereas S.A.,mcz,fln,2020/07/28-01:35,2020/07/27-07:40,17:55,911.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/27-17:05,2020/07/27-07:50,9:15,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/27-16:00,2020/07/27-08:50,7:10,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/27-16:10,2020/07/27-09:15,6:55,1803.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/28-01:35,2020/07/27-09:35,16:00,911.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/27-17:05,2020/07/27-09:40,7:25,816.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/28-15:15,2020/07/28-10:25,4:50,816.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/29-13:05,2020/07/28-22:35,14:30,911.0,1
Azul,mcz,fln,2020/07/28-18:55,2020/07/28-10:40,8:15,1326.0,2
Azul,mcz,fln,2020/07/28-21:10,2020/07/28-11:15,9:55,1326.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/28-17:05,2020/07/28-12:15,4:50,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/28-19:10,2020/07/28-13:15,5:55,1803.0,1
Azul,mcz,fln,2020/07/29-01:50,2020/07/28-15:40,10:10,1326.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/29-01:35,2020/07/28-16:25,9:10,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/28-16:00,2020/07/28-04:50,11:10,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/29-01:55,2020/07/28-16:50,9:5,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/28-16:00,2020/07/28-05:20,10:40,1803.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/29-01:35,2020/07/28-18:10,7:25,816.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/28-15:15,2020/07/28-06:15,9:00,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/29-11:10,2020/07/28-19:05,16:5,2452.0,3
Azul,mcz,fln,2020/07/29-01:50,2020/07/28-19:25,6:25,1326.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/29-01:35,2020/07/28-07:40,17:55,911.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/28-17:05,2020/07/28-07:50,9:15,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/28-16:00,2020/07/28-08:50,7:10,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/28-16:10,2020/07/28-09:15,6:55,1803.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/29-01:35,2020/07/28-09:35,16:00,911.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/28-17:05,2020/07/28-09:40,7:25,816.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/29-15:15,2020/07/29-10:25,4:50,816.0,1
Azul,mcz,fln,2020/07/29-18:55,2020/07/29-10:40,8:15,1326.0,2
Azul,mcz,fln,2020/07/29-21:10,2020/07/29-11:15,9:55,1326.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/29-17:05,2020/07/29-12:15,4:50,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/29-19:10,2020/07/29-13:15,5:55,1803.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/30-01:35,2020/07/29-14:25,11:10,816.0,1
Azul,mcz,fln,2020/07/30-01:50,2020/07/29-15:40,10:10,1326.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/30-01:35,2020/07/29-16:25,9:10,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/29-16:00,2020/07/29-04:50,11:10,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/30-01:55,2020/07/29-16:50,9:5,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/29-16:00,2020/07/29-05:20,10:40,1803.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/30-01:35,2020/07/29-18:10,7:25,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/30-11:10,2020/07/29-19:05,16:5,2452.0,3
Azul,mcz,fln,2020/07/30-01:50,2020/07/29-19:25,6:25,1326.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/30-01:35,2020/07/29-07:40,17:55,911.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/29-17:05,2020/07/29-07:50,9:15,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/29-16:00,2020/07/29-08:50,7:10,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/29-16:10,2020/07/29-09:15,6:55,1803.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/30-01:35,2020/07/29-09:35,16:00,911.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/29-17:05,2020/07/29-09:40,7:25,816.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/02-15:15,2020/07/02-10:25,4:50,816.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/03-13:05,2020/07/02-22:35,14:30,911.0,1
Azul,mcz,fln,2020/07/02-18:55,2020/07/02-10:40,8:15,1859.0,2
Azul,mcz,fln,2020/07/02-21:10,2020/07/02-11:15,9:55,1859.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/02-17:05,2020/07/02-12:15,4:50,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/02-19:10,2020/07/02-13:15,5:55,1803.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/03-01:35,2020/07/02-14:25,11:10,816.0,1
Azul,mcz,fln,2020/07/03-00:10,2020/07/02-15:40,8:30,1859.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/03-01:35,2020/07/02-16:25,9:10,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/02-16:00,2020/07/02-04:50,11:10,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/03-01:55,2020/07/02-16:50,9:5,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/02-16:00,2020/07/02-05:20,10:40,1803.0,2
GOL Linhas Aereas S.A.,mcz,fln,2020/07/03-01:35,2020/07/02-18:10,7:25,816.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/02-15:15,2020/07/02-06:15,9:00,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/03-11:10,2020/07/02-19:05,16:5,2452.0,3
Azul,mcz,fln,2020/07/03-01:50,2020/07/02-19:25,6:25,1326.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/03-01:35,2020/07/02-07:40,17:55,911.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/02-17:05,2020/07/02-07:50,9:15,816.0,1
LATAM Airlines Group,mcz,fln,2020/07/02-16:00,2020/07/02-08:50,7:10,1803.0,2
LATAM Airlines Group,mcz,fln,2020/07/02-16:10,2020/07/02-09:15,6:55,1803.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/03-01:35,2020/07/02-09:35,16:00,911.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/02-17:05,2020/07/02-09:40,7:25,816.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/30-15:15,2020/07/30-10:25,4:50,816.0,1
GOL Linhas Aereas S.A.,mcz,fln,2020/07/31-13:05,2020/07/30-22:35,14:30,911.0,1
Azul,mcz,fln,2020/07/30-18:55,2020/07/30-10:40,8:15,1326.0,2
