AirlineName,AirportDest,AirportOrig,ArrTime,DepTime,FlightDuration,Price,StopsCount
Azul,mcz,cgh,2020/03/04-18:55,2020/03/04-06:05,12:50,766.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/04-12:05,2020/03/04-06:15,5:50,939.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/04-15:15,2020/03/04-06:45,8:30,1220.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/04-12:05,2020/03/04-07:00,5:5,939.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/04-12:05,2020/03/04-07:15,4:50,939.0,1
Azul,mcz,cgh,2020/03/04-21:10,2020/03/04-07:50,13:20,766.0,2
Azul,mcz,cgh,2020/03/05-10:25,2020/03/04-20:00,14:25,892.0,2
LATAM Airlines Group,mcz,cgh,2020/03/05-11:00,2020/03/04-20:20,14:40,1049.0,2
LATAM Airlines Group,mcz,cgh,2020/03/04-15:55,2020/03/04-08:30,7:25,658.0,1
LATAM Airlines Group,mcz,cgh,2020/03/04-15:55,2020/03/04-09:40,6:15,658.0,1
LATAM Airlines Group,mcz,cgh,2020/03/06-11:00,2020/03/05-22:25,12:35,867.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/05-15:15,2020/03/05-10:40,4:35,1222.0,1
LATAM Airlines Group,mcz,cgh,2020/03/05-15:55,2020/03/05-10:55,5:00,658.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/05-17:05,2020/03/05-14:10,2:55,806.0,0
Azul,mcz,cgh,2020/03/06-00:10,2020/03/05-15:10,9:00,839.0,2
LATAM Airlines Group,mcz,cgh,2020/03/05-11:00,2020/03/05-06:00,5:00,1049.0,1
Azul,mcz,cgh,2020/03/05-21:10,2020/03/05-06:05,15:5,766.0,2
Azul,mcz,cgh,2020/03/06-10:25,2020/03/05-18:10,16:15,839.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/05-12:05,2020/03/05-06:15,5:50,1513.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/06-00:20,2020/03/05-18:25,5:55,806.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/05-15:15,2020/03/05-06:45,8:30,1222.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/05-12:05,2020/03/05-07:00,5:5,1513.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/05-12:05,2020/03/05-07:15,4:50,1222.0,1
Azul,mcz,cgh,2020/03/05-21:10,2020/03/05-07:50,13:20,766.0,2
Azul,mcz,cgh,2020/03/06-10:25,2020/03/05-20:00,14:25,839.0,2
LATAM Airlines Group,mcz,cgh,2020/03/06-11:00,2020/03/05-20:20,14:40,867.0,2
LATAM Airlines Group,mcz,cgh,2020/03/05-15:55,2020/03/05-08:30,7:25,658.0,1
LATAM Airlines Group,mcz,cgh,2020/03/05-15:55,2020/03/05-09:40,6:15,658.0,1
LATAM Airlines Group,mcz,cgh,2020/03/07-11:00,2020/03/06-22:25,12:35,867.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/06-15:15,2020/03/06-10:40,4:35,1512.0,1
LATAM Airlines Group,mcz,cgh,2020/03/06-15:55,2020/03/06-10:55,5:00,658.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/06-17:05,2020/03/06-14:10,2:55,1944.0,0
Azul,mcz,cgh,2020/03/07-00:10,2020/03/06-15:10,9:00,839.0,2
LATAM Airlines Group,mcz,cgh,2020/03/06-11:00,2020/03/06-06:00,5:00,867.0,1
Azul,mcz,cgh,2020/03/06-18:55,2020/03/06-06:05,12:50,766.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/06-12:05,2020/03/06-06:15,5:50,1512.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/06-15:15,2020/03/06-06:45,8:30,1512.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/06-12:05,2020/03/06-07:00,5:5,1512.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/06-12:05,2020/03/06-07:15,4:50,1512.0,1
Azul,mcz,cgh,2020/03/06-21:10,2020/03/06-07:50,13:20,766.0,2
LATAM Airlines Group,mcz,cgh,2020/03/07-11:00,2020/03/06-20:20,14:40,867.0,2
LATAM Airlines Group,mcz,cgh,2020/03/06-15:55,2020/03/06-08:30,7:25,658.0,1
LATAM Airlines Group,mcz,cgh,2020/03/06-15:55,2020/03/06-09:40,6:15,658.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/07-13:40,2020/03/07-10:45,2:55,806.0,0
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/07-17:05,2020/03/07-14:10,2:55,806.0,0
LATAM Airlines Group,mcz,cgh,2020/03/07-11:00,2020/03/07-06:00,5:00,867.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/07-15:15,2020/03/07-06:10,9:5,1513.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/07-12:05,2020/03/07-06:15,5:50,806.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/08-00:20,2020/03/07-18:25,5:55,806.0,1
Azul,mcz,cgh,2020/03/07-19:55,2020/03/07-06:40,13:15,1273.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/07-15:15,2020/03/07-06:45,8:30,1513.0,1
LATAM Airlines Group,mcz,cgh,2020/03/07-15:55,2020/03/07-06:45,9:10,658.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/07-15:15,2020/03/07-06:55,8:20,1513.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/07-12:05,2020/03/07-07:00,5:5,806.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/07-12:05,2020/03/07-07:15,4:50,806.0,1
LATAM Airlines Group,mcz,cgh,2020/03/07-15:55,2020/03/07-07:30,8:25,658.0,2
Azul,mcz,cgh,2020/03/07-19:55,2020/03/07-07:50,12:5,1273.0,2
LATAM Airlines Group,mcz,cgh,2020/03/07-15:55,2020/03/07-07:55,8:00,658.0,2
LATAM Airlines Group,mcz,cgh,2020/03/07-11:55,2020/03/07-09:00,2:55,958.0,0
Azul,mcz,cgh,2020/03/07-19:55,2020/03/07-09:50,10:5,1273.0,2
LATAM Airlines Group,mcz,cgh,2020/03/09-11:00,2020/03/08-22:25,12:35,1848.0,2
LATAM Airlines Group,mcz,cgh,2020/03/08-15:55,2020/03/08-10:55,5:00,658.0,1
Azul,mcz,cgh,2020/03/09-00:10,2020/03/08-12:30,11:40,978.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/08-17:05,2020/03/08-14:10,2:55,1220.0,0
Azul,mcz,cgh,2020/03/09-00:10,2020/03/08-15:10,9:00,978.0,2
LATAM Airlines Group,mcz,cgh,2020/03/08-11:00,2020/03/08-06:00,5:00,658.0,1
Azul,mcz,cgh,2020/03/08-21:10,2020/03/08-06:05,15:5,978.0,2
LATAM Airlines Group,mcz,cgh,2020/03/08-15:55,2020/03/08-07:55,8:00,658.0,2
Azul,mcz,cgh,2020/03/09-10:25,2020/03/08-20:00,14:25,839.0,2
LATAM Airlines Group,mcz,cgh,2020/03/09-11:00,2020/03/08-20:20,14:40,1848.0,2
Azul,mcz,cgh,2020/03/08-21:10,2020/03/08-09:55,11:15,978.0,2
LATAM Airlines Group,mcz,cgh,2020/03/10-11:00,2020/03/09-22:25,12:35,658.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/09-15:15,2020/03/09-10:40,4:35,1220.0,1
LATAM Airlines Group,mcz,cgh,2020/03/09-15:55,2020/03/09-10:55,5:00,658.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/09-17:05,2020/03/09-14:10,2:55,939.0,0
Azul,mcz,cgh,2020/03/10-00:10,2020/03/09-15:10,9:00,978.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/09-23:30,2020/03/09-17:00,6:30,804.0,1
LATAM Airlines Group,mcz,cgh,2020/03/09-11:00,2020/03/09-06:00,5:00,1848.0,1
Azul,mcz,cgh,2020/03/09-18:55,2020/03/09-06:05,12:50,839.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/09-12:05,2020/03/09-06:15,5:50,804.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/09-23:30,2020/03/09-18:30,5:00,804.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/09-15:15,2020/03/09-06:45,8:30,1220.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/09-12:05,2020/03/09-07:00,5:5,804.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/03/09-12:05,2020/03/09-07:15,4:50,804.0,1
Azul,mcz,cgh,2020/03/09-21:10,2020/03/09-07:50,13:20,839.0,2
LATAM Airlines Group,mcz,cgh,2020/03/10-11:00,2020/03/09-20:20,14:40,658.0,2
LATAM Airlines Group,mcz,cgh,2020/03/09-15:55,2020/03/09-08:30,7:25,658.0,1
LATAM Airlines Group,mcz,cgh,2020/03/09-15:55,2020/03/09-09:40,6:15,658.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/10-15:15,2020/04/10-10:40,4:35,1512.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/10-17:05,2020/04/10-14:10,2:55,616.0,0
Azul,mcz,cgh,2020/04/11-00:10,2020/04/10-15:10,9:00,2030.0,2
LATAM Airlines Group,mcz,cgh,2020/04/10-11:10,2020/04/10-06:00,5:10,1182.0,1
Azul,mcz,cgh,2020/04/10-18:55,2020/04/10-06:05,12:50,2030.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/10-12:05,2020/04/10-06:15,5:50,1512.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/10-15:15,2020/04/10-06:45,8:30,1512.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/10-12:05,2020/04/10-07:00,5:5,1512.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/10-12:05,2020/04/10-07:15,4:50,1512.0,1
Azul,mcz,cgh,2020/04/10-21:10,2020/04/10-07:50,13:20,2030.0,2
LATAM Airlines Group,mcz,cgh,2020/04/11-11:10,2020/04/10-21:00,14:10,1541.0,3
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/11-13:40,2020/04/11-10:45,2:55,1512.0,0
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/11-17:05,2020/04/11-14:10,2:55,343.0,0
LATAM Airlines Group,mcz,cgh,2020/04/11-11:10,2020/04/11-06:05,5:5,658.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/11-12:05,2020/04/11-06:15,5:50,1512.0,1
Azul,mcz,cgh,2020/04/11-19:55,2020/04/11-06:40,13:15,839.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/11-15:15,2020/04/11-06:45,8:30,1512.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/11-12:05,2020/04/11-07:00,5:5,1512.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/11-12:05,2020/04/11-07:15,4:50,1512.0,1
Azul,mcz,cgh,2020/04/11-19:55,2020/04/11-07:50,12:5,839.0,2
LATAM Airlines Group,mcz,cgh,2020/04/11-11:20,2020/04/11-08:20,3:00,639.0,0
Azul,mcz,cgh,2020/04/11-19:55,2020/04/11-09:55,10:00,839.0,2
Azul,mcz,cgh,2020/04/13-00:10,2020/04/12-12:30,11:40,2030.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/12-17:05,2020/04/12-14:10,2:55,616.0,0
Azul,mcz,cgh,2020/04/13-00:10,2020/04/12-15:10,9:00,2030.0,2
LATAM Airlines Group,mcz,cgh,2020/04/12-11:10,2020/04/12-06:00,5:10,658.0,1
Azul,mcz,cgh,2020/04/12-21:10,2020/04/12-06:05,15:5,2030.0,2
Azul,mcz,cgh,2020/04/13-10:25,2020/04/12-20:00,14:25,2030.0,2
LATAM Airlines Group,mcz,cgh,2020/04/13-11:10,2020/04/12-20:25,14:45,1049.0,3
Azul,mcz,cgh,2020/04/12-21:10,2020/04/12-09:55,11:15,2030.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/13-15:15,2020/04/13-10:40,4:35,806.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/13-17:05,2020/04/13-14:10,2:55,940.0,0
Azul,mcz,cgh,2020/04/14-00:10,2020/04/13-15:10,9:00,2030.0,2
LATAM Airlines Group,mcz,cgh,2020/04/13-11:10,2020/04/13-06:00,5:10,658.0,1
Azul,mcz,cgh,2020/04/13-18:55,2020/04/13-06:05,12:50,2030.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/13-12:05,2020/04/13-06:15,5:50,1946.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/13-15:15,2020/04/13-06:45,8:30,806.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/13-12:05,2020/04/13-07:00,5:5,1946.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/13-12:05,2020/04/13-07:15,4:50,1946.0,1
Azul,mcz,cgh,2020/04/13-21:10,2020/04/13-07:50,13:20,2030.0,2
LATAM Airlines Group,mcz,cgh,2020/04/14-11:10,2020/04/13-21:00,14:10,1049.0,3
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/14-15:15,2020/04/14-10:40,4:35,1513.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/14-17:05,2020/04/14-14:10,2:55,940.0,0
Azul,mcz,cgh,2020/04/15-00:10,2020/04/14-15:10,9:00,766.0,2
LATAM Airlines Group,mcz,cgh,2020/04/14-11:10,2020/04/14-06:00,5:10,658.0,1
Azul,mcz,cgh,2020/04/14-18:55,2020/04/14-06:05,12:50,839.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/14-12:05,2020/04/14-06:15,5:50,1513.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/14-15:15,2020/04/14-06:45,8:30,1513.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/14-12:05,2020/04/14-07:00,5:5,1513.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/14-12:05,2020/04/14-07:15,4:50,1513.0,1
Azul,mcz,cgh,2020/04/14-21:10,2020/04/14-07:50,13:20,839.0,2
Azul,mcz,cgh,2020/04/15-10:25,2020/04/14-20:00,14:25,766.0,2
LATAM Airlines Group,mcz,cgh,2020/04/15-11:10,2020/04/14-21:00,14:10,658.0,3
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/15-15:15,2020/04/15-10:40,4:35,1513.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/15-17:05,2020/04/15-14:10,2:55,1222.0,0
Azul,mcz,cgh,2020/04/16-00:10,2020/04/15-15:10,9:00,766.0,2
LATAM Airlines Group,mcz,cgh,2020/04/15-11:10,2020/04/15-06:00,5:10,658.0,1
Azul,mcz,cgh,2020/04/15-18:55,2020/04/15-06:05,12:50,766.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/15-12:05,2020/04/15-06:15,5:50,1513.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/15-15:15,2020/04/15-06:45,8:30,1513.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/15-12:05,2020/04/15-07:00,5:5,1513.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/15-12:05,2020/04/15-07:15,4:50,1513.0,1
Azul,mcz,cgh,2020/04/15-21:10,2020/04/15-07:50,13:20,766.0,2
Azul,mcz,cgh,2020/04/16-10:25,2020/04/15-20:00,14:25,892.0,2
LATAM Airlines Group,mcz,cgh,2020/04/16-11:10,2020/04/15-21:00,14:10,1182.0,3
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/16-15:15,2020/04/16-10:40,4:35,1512.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/16-17:05,2020/04/16-14:10,2:55,1220.0,0
Azul,mcz,cgh,2020/04/17-00:10,2020/04/16-15:10,9:00,839.0,2
LATAM Airlines Group,mcz,cgh,2020/04/16-11:10,2020/04/16-06:00,5:10,1182.0,1
Azul,mcz,cgh,2020/04/16-21:10,2020/04/16-06:05,15:5,766.0,2
Azul,mcz,cgh,2020/04/17-10:25,2020/04/16-18:10,16:15,978.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/16-12:05,2020/04/16-06:15,5:50,1512.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/16-15:15,2020/04/16-06:45,8:30,1512.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/16-12:05,2020/04/16-07:00,5:5,1512.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/16-12:05,2020/04/16-07:15,4:50,1512.0,1
Azul,mcz,cgh,2020/04/16-21:10,2020/04/16-07:50,13:20,766.0,2
Azul,mcz,cgh,2020/04/17-10:25,2020/04/16-20:00,14:25,978.0,2
LATAM Airlines Group,mcz,cgh,2020/04/17-11:10,2020/04/16-21:00,14:10,1182.0,3
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/17-15:15,2020/04/17-10:40,4:35,1222.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/17-17:05,2020/04/17-14:10,2:55,806.0,0
Azul,mcz,cgh,2020/04/18-00:10,2020/04/17-15:10,9:00,2030.0,2
LATAM Airlines Group,mcz,cgh,2020/04/17-11:10,2020/04/17-06:00,5:10,1182.0,1
Azul,mcz,cgh,2020/04/17-18:55,2020/04/17-06:05,12:50,2030.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/17-12:05,2020/04/17-06:15,5:50,1946.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/17-15:15,2020/04/17-06:45,8:30,940.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/17-12:05,2020/04/17-07:00,5:5,1946.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/17-12:05,2020/04/17-07:15,4:50,1946.0,1
Azul,mcz,cgh,2020/04/17-21:10,2020/04/17-07:50,13:20,2030.0,2
LATAM Airlines Group,mcz,cgh,2020/04/18-11:10,2020/04/17-21:00,14:10,1541.0,3
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/18-13:40,2020/04/18-10:45,2:55,1222.0,0
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/18-17:05,2020/04/18-14:10,2:55,1222.0,0
LATAM Airlines Group,mcz,cgh,2020/04/18-11:10,2020/04/18-06:05,5:5,658.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/18-12:05,2020/04/18-06:15,5:50,1946.0,1
Azul,mcz,cgh,2020/04/18-19:55,2020/04/18-06:40,13:15,2030.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/18-15:15,2020/04/18-06:45,8:30,1513.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/18-12:05,2020/04/18-07:15,4:50,1946.0,1
Azul,mcz,cgh,2020/04/18-19:55,2020/04/18-07:50,12:5,2030.0,2
LATAM Airlines Group,mcz,cgh,2020/04/18-11:20,2020/04/18-08:20,3:00,958.0,0
Azul,mcz,cgh,2020/04/18-19:55,2020/04/18-09:55,10:00,2030.0,2
Azul,mcz,cgh,2020/04/20-00:10,2020/04/19-12:30,11:40,978.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/19-17:05,2020/04/19-14:10,2:55,939.0,0
Azul,mcz,cgh,2020/04/20-00:10,2020/04/19-15:10,9:00,978.0,2
LATAM Airlines Group,mcz,cgh,2020/04/19-11:10,2020/04/19-06:00,5:10,658.0,1
Azul,mcz,cgh,2020/04/19-21:10,2020/04/19-06:05,15:5,978.0,2
Azul,mcz,cgh,2020/04/20-10:25,2020/04/19-20:00,14:25,978.0,2
LATAM Airlines Group,mcz,cgh,2020/04/20-11:10,2020/04/19-20:25,14:45,1049.0,3
Azul,mcz,cgh,2020/04/19-21:10,2020/04/19-09:55,11:15,978.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/01-15:15,2020/04/01-10:40,4:35,1222.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/01-17:05,2020/04/01-14:10,2:55,1222.0,0
Azul,mcz,cgh,2020/04/02-00:10,2020/04/01-15:10,9:00,766.0,2
LATAM Airlines Group,mcz,cgh,2020/04/01-11:10,2020/04/01-06:00,5:10,658.0,1
Azul,mcz,cgh,2020/04/01-18:55,2020/04/01-06:05,12:50,766.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/01-12:05,2020/04/01-06:15,5:50,1222.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/01-15:15,2020/04/01-06:45,8:30,1222.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/01-12:05,2020/04/01-07:00,5:5,1222.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/01-12:05,2020/04/01-07:15,4:50,1222.0,1
Azul,mcz,cgh,2020/04/01-21:10,2020/04/01-07:50,13:20,766.0,2
Azul,mcz,cgh,2020/04/02-10:25,2020/04/01-20:00,14:25,766.0,2
LATAM Airlines Group,mcz,cgh,2020/04/02-11:10,2020/04/01-21:00,14:10,1848.0,3
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/20-15:15,2020/04/20-10:40,4:35,804.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/20-17:05,2020/04/20-14:10,2:55,939.0,0
Azul,mcz,cgh,2020/04/21-00:10,2020/04/20-15:10,9:00,978.0,2
LATAM Airlines Group,mcz,cgh,2020/04/20-11:10,2020/04/20-06:00,5:10,658.0,1
Azul,mcz,cgh,2020/04/20-18:55,2020/04/20-06:05,12:50,978.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/20-12:05,2020/04/20-06:15,5:50,1512.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/20-15:15,2020/04/20-06:45,8:30,804.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/20-12:05,2020/04/20-07:00,5:5,1512.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/20-12:05,2020/04/20-07:15,4:50,1512.0,1
Azul,mcz,cgh,2020/04/20-21:10,2020/04/20-07:50,13:20,978.0,2
LATAM Airlines Group,mcz,cgh,2020/04/21-11:10,2020/04/20-21:00,14:10,1848.0,3
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/21-15:15,2020/04/21-10:40,4:35,804.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/21-17:05,2020/04/21-14:10,2:55,939.0,0
Azul,mcz,cgh,2020/04/22-00:10,2020/04/21-15:10,9:00,2030.0,2
LATAM Airlines Group,mcz,cgh,2020/04/21-11:10,2020/04/21-06:00,5:10,658.0,1
Azul,mcz,cgh,2020/04/21-18:55,2020/04/21-06:05,12:50,2030.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/21-12:05,2020/04/21-06:15,5:50,1220.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/21-15:15,2020/04/21-06:45,8:30,804.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/21-12:05,2020/04/21-07:00,5:5,1220.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/21-12:05,2020/04/21-07:15,4:50,1220.0,1
Azul,mcz,cgh,2020/04/21-21:10,2020/04/21-07:50,13:20,2030.0,2
Azul,mcz,cgh,2020/04/22-10:25,2020/04/21-20:00,14:25,2030.0,2
LATAM Airlines Group,mcz,cgh,2020/04/22-11:10,2020/04/21-21:00,14:10,1541.0,3
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/22-15:15,2020/04/22-10:40,4:35,806.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/22-17:05,2020/04/22-14:10,2:55,940.0,0
Azul,mcz,cgh,2020/04/23-00:10,2020/04/22-15:10,9:00,2030.0,2
LATAM Airlines Group,mcz,cgh,2020/04/22-11:10,2020/04/22-06:00,5:10,658.0,1
Azul,mcz,cgh,2020/04/22-18:55,2020/04/22-06:05,12:50,2030.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/22-12:05,2020/04/22-06:15,5:50,1512.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/22-15:15,2020/04/22-06:45,8:30,806.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/22-12:05,2020/04/22-07:00,5:5,1512.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/22-12:05,2020/04/22-07:15,4:50,1512.0,1
Azul,mcz,cgh,2020/04/22-21:10,2020/04/22-07:50,13:20,2030.0,2
Azul,mcz,cgh,2020/04/23-10:25,2020/04/22-20:00,14:25,2030.0,2
LATAM Airlines Group,mcz,cgh,2020/04/23-11:10,2020/04/22-21:00,14:10,1182.0,3
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/23-15:15,2020/04/23-10:40,4:35,940.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/23-17:05,2020/04/23-14:10,2:55,806.0,0
Azul,mcz,cgh,2020/04/24-00:10,2020/04/23-15:10,9:00,839.0,2
LATAM Airlines Group,mcz,cgh,2020/04/23-11:10,2020/04/23-06:00,5:10,658.0,1
Azul,mcz,cgh,2020/04/23-21:10,2020/04/23-06:05,15:5,766.0,2
Azul,mcz,cgh,2020/04/24-10:25,2020/04/23-18:10,16:15,839.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/23-12:05,2020/04/23-06:15,5:50,1513.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/23-15:15,2020/04/23-06:45,8:30,940.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/23-12:05,2020/04/23-07:00,5:5,1222.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/23-12:05,2020/04/23-07:15,4:50,1222.0,1
Azul,mcz,cgh,2020/04/23-21:10,2020/04/23-07:50,13:20,766.0,2
Azul,mcz,cgh,2020/04/24-10:25,2020/04/23-20:00,14:25,839.0,2
LATAM Airlines Group,mcz,cgh,2020/04/24-11:10,2020/04/23-21:00,14:10,658.0,3
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/24-15:15,2020/04/24-10:40,4:35,804.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/24-17:05,2020/04/24-14:10,2:55,614.0,0
Azul,mcz,cgh,2020/04/25-00:10,2020/04/24-15:10,9:00,839.0,2
LATAM Airlines Group,mcz,cgh,2020/04/24-11:10,2020/04/24-06:00,5:10,658.0,1
Azul,mcz,cgh,2020/04/24-18:55,2020/04/24-06:05,12:50,766.0,2
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/24-12:05,2020/04/24-06:15,5:50,1220.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/24-15:15,2020/04/24-06:45,8:30,804.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/24-12:05,2020/04/24-07:00,5:5,1220.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/24-12:05,2020/04/24-07:15,4:50,1220.0,1
Azul,mcz,cgh,2020/04/24-21:10,2020/04/24-07:50,13:20,766.0,2
LATAM Airlines Group,mcz,cgh,2020/04/25-11:10,2020/04/24-21:00,14:10,658.0,3
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/25-13:40,2020/04/25-10:45,2:55,804.0,0
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/25-17:05,2020/04/25-14:10,2:55,614.0,0
LATAM Airlines Group,mcz,cgh,2020/04/25-11:10,2020/04/25-06:05,5:5,658.0,1
GOL Linhas Aereas S.A.,mcz,cgh,2020/04/25-12:05,2020/04/25-06:15,5:50,1512.0,1
